player_name,season,player_dob,dob_display,forename,surname,pl_index
Steve Vickers,1993/94,1967-10-13,,Steve,Vickers,"Vickers, Steve"
Edgar Walkden,1938/39,1914-11-04,,Edgar,Walkden,"Walkden, Edgar"
Brad Walker,2022/23,1996-04-25,,Brad,Walker,"Walker, Brad"
Brad Walker,2023/24,1996-04-25,,Brad,Walker,"Walker, Brad"
Brad Walker,2024/25,1996-04-25,,Brad,Walker,"Walker, Brad"
Stephen Walker,2021/22,2000-10-11,,Stephen,Walker,"Walker, Stephen"
Danny Walker-Rice,2017/18,2000-11-10,,Danny,Walker-Rice,"Walker-Rice, Danny"
Danny Walker-Rice,2019/20,2000-11-10,,Danny,Walker-Rice,"Walker-Rice, Danny"
Danny Walker-Rice,2020/21,2000-11-10,,Danny,Walker-Rice,"Walker-Rice, Danny"
James Wallace,2011/12,1991-12-19,,James,Wallace,"Wallace, James"
James Wallace,2012/13,1991-12-19,,James,Wallace,"Wallace, James"
James Wallace,2013/14,1991-12-19,,James,Wallace,"Wallace, James"
James Wallace,2016/17,1991-12-19,,James,Wallace,"Wallace, James"
James Wallace,2017/18,1991-12-19,,James,Wallace,"Wallace, James"
Arthur Walls,1954/55,1931-01-15,,Arthur,Walls,"Walls, Arthur"
Arthur Walls,1955/56,1931-01-15,,Arthur,Walls,"Walls, Arthur"
Gavin Ward,2006/07,1970-06-30,,Gavin,Ward,"Ward, Gavin"
George Waring,2017/18,1994-12-02,,George,Waring,"Waring, George"
Pongo Waring,1927/28,1906-10-12,,Pongo,Waring,"Waring, Pongo"
Pongo Waring,1936/37,1906-10-12,,Pongo,Waring,"Waring, Pongo"
Pongo Waring,1937/38,1906-10-12,,Pongo,Waring,"Waring, Pongo"
Pongo Waring,1938/39,1906-10-12,,Pongo,Waring,"Waring, Pongo"
Tony Warner,2010/11,1974-05-11,,Tony,Warner,"Warner, Tony"
Emrys Warren,1933/34,,Unknown,Emrys,Warren,"Warren, Emrys"
Emrys Warren,1934/35,,Unknown,Emrys,Warren,"Warren, Emrys"
Steve Warriner,1982/83,1958-12-18,,Steve,Warriner,"Warriner, Steve"
Lewis Warrington,2021/22,2002-10-10,,Lewis,Warrington,"Warrington, Lewis"
Gilbert Wassell,1937/38,1910-04-09,,Gilbert,Wassell,"Wassell, Gilbert"
Gilbert Wassell,1938/39,1910-04-09,,Gilbert,Wassell,"Wassell, Gilbert"
Luke Waterfall,2008/09,1990-07-30,,Luke,Waterfall,"Waterfall, Luke"
Archie Waterston,1929/30,1902-10-13,,Archie,Waterston,"Waterston, Archie"
Jack Watson,1933/34,,~1912,Jack,Watson,"Watson, Jack"
Jack Watson,1935/36,,~1912,Jack,Watson,"Watson, Jack"
Ryan Watson,2021/22,1993-07-07,,Ryan,Watson,"Watson, Ryan"
Farewell Watts,1929/30,1904-03-10,,Farewell,Watts,"Watts, Farewell"
Farewell Watts,1930/31,1904-03-10,,Farewell,Watts,"Watts, Farewell"
Farewell Watts,1931/32,1904-03-10,,Farewell,Watts,"Watts, Farewell"
Farewell Watts,1932/33,1904-03-10,,Farewell,Watts,"Watts, Farewell"
Farewell Watts,1933/34,1904-03-10,,Farewell,Watts,"Watts, Farewell"
John Webb,1974/75,1952-02-10,,John,Webb,"Webb, John"
Jimmy Weir,1964/65,1939-04-12,,Jimmy,Weir,"Weir, Jimmy"
Robbie Weir,2010/11,1988-12-09,,Robbie,Weir,"Weir, Robbie"
Robbie Weir,2011/12,1988-12-09,,Robbie,Weir,"Weir, Robbie"
Keith Welch,2002/03,1968-10-03,,Keith,Welch,"Welch, Keith"
Barry Wellings,1982/83,1958-06-10,,Barry,Wellings,"Wellings, Barry"
Barry Wellings,1983/84,1958-06-10,,Barry,Wellings,"Wellings, Barry"
John Welsh,2009/10,1984-01-10,,John,Welsh,"Welsh, John"
John Welsh,2010/11,1984-01-10,,John,Welsh,"Welsh, John"
John Welsh,2011/12,1984-01-10,,John,Welsh,"Welsh, John"
Gordon West,1976/77,1943-04-24,,Gordon,West,"West, Gordon"
Gordon West,1977/78,1943-04-24,,Gordon,West,"West, Gordon"
Gordon West,1978/79,1943-04-24,,Gordon,West,"West, Gordon"
Brian Westlake,1966/67,1943-09-19,,Brian,Westlake,"Westlake, Brian"
Paddy Wharton,2018/19,2000-05-27,,Paddy,Wharton,"Wharton, Paddy"
Johnny Wheeler,1948/49,1928-07-26,,Johnny,Wheeler,"Wheeler, Johnny"
Johnny Wheeler,1949/50,1928-07-26,,Johnny,Wheeler,"Wheeler, Johnny"
Johnny Wheeler,1950/51,1928-07-26,,Johnny,Wheeler,"Wheeler, Johnny"
Charlie Whitaker,2025/26,2003-09-16,,Charlie,Whitaker,"Whitaker, Charlie"
Bob White,1925/26,1901-12-05,,Bob,White,"White, Bob"
Bob White,1926/27,1901-12-05,,Bob,White,"White, Bob"
Phil Whitehead,2002/03,1969-12-17,,Phil,Whitehead,"Whitehead, Phil"
Bert Whitehurst,1931/32,1898-06-22,,Bert,Whitehurst,"Whitehurst, Bert"
Bert Whitehurst,1932/33,1898-06-22,,Bert,Whitehurst,"Whitehurst, Bert"
Bert Whitehurst,1933/34,1898-06-22,,Bert,Whitehurst,"Whitehurst, Bert"
Theodore Whitmore,2004/05,1972-08-05,,Theodore,Whitmore,"Whitmore, Theodore"
Theodore Whitmore,2005/06,1972-08-05,,Theodore,Whitmore,"Whitmore, Theodore"
Steve Whittingham,1978/79,1962-02-04,,Steve,Whittingham,"Whittingham, Steve"
Steve Whittingham,1980/81,1962-02-04,,Steve,Whittingham,"Whittingham, Steve"
Crawford Whyte,1936/37,1907-12-04,,Crawford,Whyte,"Whyte, Crawford"
Leslie Wilde,1923/24,,Unknown,Leslie,Wilde,"Wilde, Leslie"
Barry Wilkinson,1963/64,1935-06-16,,Barry,Wilkinson,"Wilkinson, Barry"
Gary Williams,1976/77,1959-05-14,,Gary,Williams,"Williams, Gary"
Gary Williams,1982/83,1959-05-14,,Gary,Williams,"Williams, Gary"
Gary Williams,1983/84,1959-05-14,,Gary,Williams,"Williams, Gary"
Gary Williams,1984/85,1959-05-14,,Gary,Williams,"Williams, Gary"
Gary Williams,1985/86,1959-05-14,,Gary,Williams,"Williams, Gary"
Gary Williams,1986/87,1959-05-14,,Gary,Williams,"Williams, Gary"
Gary Williams,1987/88,1959-05-14,,Gary,Williams,"Williams, Gary"
Gary Williams,1988/89,1959-05-14,,Gary,Williams,"Williams, Gary"
Graham Williams,1966/67,1936-12-31,,Graham,Williams,"Williams, Graham"
Graham Williams,1967/68,1936-12-31,,Graham,Williams,"Williams, Graham"
Jackie Williams,1946/47,1929-08-01,,Jackie,Williams,"Williams, Jackie"
John Williams,1978/79,1960-10-03,,John,Williams,"Williams, John"
John Williams,1979/80,1960-10-03,,John,Williams,"Williams, John"
John Williams,1980/81,1960-10-03,,John,Williams,"Williams, John"
John Williams,1981/82,1960-10-03,,John,Williams,"Williams, John"
John Williams,1982/83,1960-10-03,,John,Williams,"Williams, John"
John Williams,1983/84,1960-10-03,,John,Williams,"Williams, John"
John Williams,1984/85,1960-10-03,,John,Williams,"Williams, John"
Josh Williams,2024/25,2004-07-13,,Josh,Williams,"Williams, Josh"
Keith Williams,1957/58,1937-01-14,,Keith,Williams,"Williams, Keith"
Keith Williams,1958/59,1937-01-14,,Keith,Williams,"Williams, Keith"
Keith Williams,1959/60,1937-01-14,,Keith,Williams,"Williams, Keith"
Keith Williams,1960/61,1937-01-14,,Keith,Williams,"Williams, Keith"
Ray Williams,1951/52,1930-12-30,,Ray,Williams,"Williams, Ray"
Ray Williams,1952/53,1930-12-30,,Ray,Williams,"Williams, Ray"
Ray Williams,1953/54,1930-12-30,,Ray,Williams,"Williams, Ray"
Ray Williams,1954/55,1930-12-30,,Ray,Williams,"Williams, Ray"
Ray Williams,1955/56,1930-12-30,,Ray,Williams,"Williams, Ray"
Ray Williams,1956/57,1930-12-30,,Ray,Williams,"Williams, Ray"
Ray Williams,1957/58,1930-12-30,,Ray,Williams,"Williams, Ray"
Ray Williams,1958/59,1930-12-30,,Ray,Williams,"Williams, Ray"
Ryan Williams,1998/99,1978-08-31,,Ryan,Williams,"Williams, Ryan (b.1978)"
Ryan Williams,2018/19,1991-04-08,,Ryan,Williams,"Williams, Ryan (b.1991)"
Tommy Williams,1946/47,1929-08-01,,Tommy,Williams,"Williams, Tommy"
Tommy Williams,1949/50,1929-08-01,,Tommy,Williams,"Williams, Tommy"
Tommy Williams,1953/54,1929-08-01,,Tommy,Williams,"Williams, Tommy"
Tommy Williams,1954/55,1929-08-01,,Tommy,Williams,"Williams, Tommy"
Tommy Williams,1955/56,1929-08-01,,Tommy,Williams,"Williams, Tommy"
Tommy Williams,1956/57,1929-08-01,,Tommy,Williams,"Williams, Tommy"
James Williamson,1946/47,1926-06-16,,James,Williamson,"Williamson, James"
Stewie Williamson,1945/46,1926-04-07,,Stewie,Williamson,"Williamson, Stewie"
Stewie Williamson,1946/47,1926-04-07,,Stewie,Williamson,"Williamson, Stewie"
Stewie Williamson,1947/48,1926-04-07,,Stewie,Williamson,"Williamson, Stewie"
Stewie Williamson,1948/49,1926-04-07,,Stewie,Williamson,"Williamson, Stewie"
Stewie Williamson,1949/50,1926-04-07,,Stewie,Williamson,"Williamson, Stewie"
Stewie Williamson,1950/51,1926-04-07,,Stewie,Williamson,"Williamson, Stewie"
Stewie Williamson,1951/52,1926-04-07,,Stewie,Williamson,"Williamson, Stewie"
Stewie Williamson,1952/53,1926-04-07,,Stewie,Williamson,"Williamson, Stewie"
Bob Wilson,1962/63,1928-09-08,,Bob,Wilson,"Wilson, Bob"
Bob Wilson,1963/64,1928-09-08,,Bob,Wilson,"Wilson, Bob"
Kane Wilson,2019/20,2000-03-11,,Kane,Wilson,"Wilson, Kane"
Mark Wilson,2008/09,1979-02-09,,Mark,Wilson,"Wilson, Mark"
Steve Wilson,2005/06,1974-04-24,,Steve,Wilson,"Wilson, Steve"
Edward Winn,1921/22,,Unknown,Edward,Winn,"Winn, Edward"
Don Woan,1953/54,1927-11-07,,Don,Woan,"Woan, Don"
Don Woan,1954/55,1927-11-07,,Don,Woan,"Woan, Don"
Albert Wood,1936/37,1903-04-25,,Albert,Wood,"Wood, Albert"
Archie Wood,1949/50,1926-03-18,,Archie,Wood,"Wood, Archie"
Connor Wood,2023/24,1996-07-17,,Connor,Wood,"Wood, Connor"
Connor Wood,2024/25,1996-07-17,,Connor,Wood,"Wood, Connor"
Nick Wood,2010/11,1990-11-09,,Nick,Wood,"Wood, Nick"
Dan Woodards,2014/15,1983-10-07,,Dan,Woodards,"Woodards, Dan"
Steve Wooddin,1974/75,1955-01-06,,Steve,Wooddin,"Wooddin, Steve"
Billy Woods,1996/97,1973-10-24,,Billy,Woods,"Woods, Billy"
Calum Woods,2019/20,1987-02-05,,Calum,Woods,"Woods, Calum"
Ray Woods,1982/83,1965-06-07,,Ray,Woods,"Woods, Ray"
Ray Woods,1983/84,1965-06-07,,Ray,Woods,"Woods, Ray"
Ray Woods,1984/85,1965-06-07,,Ray,Woods,"Woods, Ray"
Billy Woodward,1933/34,,Unknown,Billy,Woodward,"Woodward, Billy"
Billy Woodward,1934/35,,Unknown,Billy,Woodward,"Woodward, Billy"
Billy Woodward,1935/36,,Unknown,Billy,Woodward,"Woodward, Billy"
Alex Woodyard,2019/20,1993-05-03,,Alex,Woodyard,"Woodyard, Alex"
Kaiyne Woolery,2020/21,1995-01-11,,Kaiyne,Woolery,"Woolery, Kaiyne"
Scott Wootton,2010/11,1991-09-12,,Scott,Wootton,"Wootton, Scott"
Frank Worthington,1985/86,1948-11-23,,Frank,Worthington,"Worthington, Frank"
Frank Worthington,1986/87,1948-11-23,,Frank,Worthington,"Worthington, Frank"
George Yardley,1966/67,1942-10-08,,George,Yardley,"Yardley, George"
George Yardley,1967/68,1942-10-08,,George,Yardley,"Yardley, George"
George Yardley,1968/69,1942-10-08,,George,Yardley,"Yardley, George"
George Yardley,1969/70,1942-10-08,,George,Yardley,"Yardley, George"
George Yardley,1970/71,1942-10-08,,George,Yardley,"Yardley, George"
Josef Yarney,2023/24,1997-10-08,,Josef,Yarney,"Yarney, Josef"
Steve Yates,1999/00,1970-01-29,,Steve,Yates,"Yates, Steve"
Steve Yates,2000/01,1970-01-29,,Steve,Yates,"Yates, Steve"
Steve Yates,2001/02,1970-01-29,,Steve,Yates,"Yates, Steve"
Wilf Yates,1926/27,,1898,Wilf,Yates,"Yates, Wilf"
Wilf Yates,1927/28,,1898,Wilf,Yates,"Yates, Wilf"
Wilf Yates,1928/29,,1898,Wilf,Yates,"Yates, Wilf"
Ron Yeats,1971/72,1937-11-15,,Ron,Yeats,"Yeats, Ron"
Ron Yeats,1972/73,1937-11-15,,Ron,Yeats,"Yeats, Ron"
Ron Yeats,1973/74,1937-11-15,,Ron,Yeats,"Yeats, Ron"
Jack Young,2020/21,2000-10-21,,Jack,Young,"Young, Jack"
Tommy Young,1972/73,1947-12-24,,Tommy,Young,"Young, Tommy"
Tommy Young,1973/74,1947-12-24,,Tommy,Young,"Young, Tommy"
Tommy Young,1974/75,1947-12-24,,Tommy,Young,"Young, Tommy"
Tommy Young,1975/76,1947-12-24,,Tommy,Young,"Young, Tommy"
Tommy Young,1976/77,1947-12-24,,Tommy,Young,"Young, Tommy"
Calvin Zola,2004/05,1984-12-31,,Calvin,Zola,"Zola, Calvin"
Calvin Zola,2005/06,1984-12-31,,Calvin,Zola,"Zola, Calvin"
Calvin Zola,2006/07,1984-12-31,,Calvin,Zola,"Zola, Calvin"
Calvin Zola,2007/08,1984-12-31,,Calvin,Zola,"Zola, Calvin"
